Label,Age,DistanceFromHome,Education,EmployeeNumber,EnvironmentSatisfaction,JobInvolvement,JobSatisfaction,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,AgeEducation,AgeMoneyly,IntoAge,Satisfaction,BusinessTravel_Non-Travel,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Human Resources,Department_Research & Development,Department_Sales,EducationField_Human Resources,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Gender_Female,Gender_Male,JobRole_Healthcare Representative,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single,OverTime_No,OverTime_Yes
1,1,22,1,1714,4,1,3,2,1,2,3,3,1,1,2,3,1,0,0,0,4.166666666666667,64,23,10,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0
0,1,10,4,1587,1,3,3,2,3,2,3,3,0,10,4,3,5,2,0,4,11.428571428571429,526,25,7,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
1,1,3,3,297,4,3,1,2,5,2,3,3,0,8,5,3,5,2,0,4,10.0,265,22,8,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
0,1,8,4,578,3,3,3,2,7,2,3,3,0,19,3,3,1,0,0,0,7.407407407407407,210,35,9,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
0,1,1,3,1447,4,2,2,2,5,2,3,1,1,7,2,2,5,4,0,2,8.823529411764707,193,27,7,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
0,1,2,4,925,4,2,4,2,1,2,3,1,0,3,3,2,3,2,1,2,8.51063829787234,140,44,9,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
0,1,15,4,2036,4,1,4,2,1,2,4,1,1,15,4,2,15,12,11,11,11.11111111111111,150,21,9,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0
0,1,1,4,1172,4,2,3,2,6,2,3,2,1,10,2,3,8,0,1,7,11.428571428571429,129,25,9,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0
0,1,19,3,1497,3,2,3,2,1,2,3,3,2,10,3,3,10,7,0,4,10.344827586206897,594,19,9,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0
1,1,14,4,161,2,3,2,2,9,2,3,1,3,7,2,3,5,4,4,3,7.142857142857143,265,49,5,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
0,1,10,2,544,1,3,4,2,3,2,4,4,2,8,3,2,2,2,0,2,4.444444444444445,176,37,9,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
0,1,1,4,288,4,3,1,2,7,2,3,3,1,17,3,3,4,2,0,3,8.695652173913043,612,29,8,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0
0,1,10,1,1800,3,3,3,2,7,2,4,3,0,9,3,3,4,3,2,2,2.5641025641025643,1035,30,9,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0
0,1,3,4,776,3,2,1,2,1,2,3,1,0,34,3,4,34,6,1,16,7.6923076923076925,648,18,5,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0
0,1,1,3,951,3,2,2,2,6,2,4,3,0,5,3,3,3,0,0,2,9.375,145,27,8,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
0,1,18,1,624,1,3,3,2,5,2,3,4,0,28,3,2,2,2,1,2,2.1739130434782608,686,18,8,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
0,1,17,2,536,3,3,1,2,1,2,3,4,1,10,2,3,10,0,1,8,7.142857142857143,488,18,8,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0
0,1,23,2,824,3,4,3,2,1,2,4,3,1,10,3,3,10,7,0,7,6.896551724137931,372,19,9,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
0,1,24,1,2056,2,2,4,2,0,2,3,1,1,21,2,2,20,9,9,6,2.5641025641025643,616,18,7,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
0,1,9,3,1238,1,3,4,2,0,2,3,2,1,15,5,3,14,10,4,10,9.090909090909092,252,18,7,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
0,1,3,3,307,1,3,3,2,0,2,3,3,2,17,6,2,16,10,5,13,7.894736842105263,837,21,7,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0
0,1,5,2,1850,4,3,4,2,0,2,3,3,0,6,3,2,5,4,0,2,7.407407407407407,264,21,11,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
1,1,1,1,235,3,1,1,2,0,2,4,1,0,1,5,4,0,0,0,0,5.2631578947368425,122,18,5,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
0,1,17,3,1013,3,3,3,2,8,2,3,3,1,22,2,3,10,7,0,8,5.555555555555555,596,32,9,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
0,1,23,4,901,4,3,4,2,6,2,3,3,0,33,0,3,12,9,3,8,7.547169811320755,808,20,11,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
0,1,8,1,1044,2,2,4,2,0,2,3,4,0,3,2,2,2,2,2,2,3.0303030303030303,141,30,10,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
0,1,2,3,366,1,2,2,2,2,2,3,2,2,10,2,3,0,0,0,0,10.344827586206897,458,19,5,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
1,1,3,3,702,1,3,1,2,1,2,3,1,0,10,3,3,10,8,9,7,9.090909090909092,304,23,3,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1
0,1,29,3,836,2,3,2,2,1,2,3,4,1,10,3,2,9,8,7,8,7.142857142857143,316,32,8,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
0,1,10,4,1597,4,2,3,2,1,2,3,2,1,8,3,2,8,2,7,7,11.764705882352942,297,26,9,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0
0,1,5,2,1029,4,3,3,2,6,2,3,2,0,21,3,4,1,0,0,0,4.761904761904762,1307,21,9,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0
0,1,1,3,476,3,3,3,2,1,2,3,2,1,8,3,3,8,7,7,7,11.538461538461538,611,18,8,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
0,1,1,4,1424,2,4,4,2,2,2,3,4,2,31,4,4,7,7,0,0,7.2727272727272725,1071,24,10,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0
1,1,1,4,2044,2,3,3,2,7,2,3,4,2,12,3,3,6,3,0,1,8.0,403,38,9,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0
0,1,7,4,1885,4,3,1,2,5,2,4,3,1,16,2,3,5,3,0,4,10.81081081081081,347,21,8,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
0,1,26,3,1612,1,2,1,2,1,2,3,1,1,10,2,3,10,7,4,5,6.666666666666667,194,35,3,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
0,1,15,3,754,4,2,4,2,3,2,3,3,1,7,5,3,2,2,2,2,6.976744186046512,316,36,11,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
1,1,5,3,42,4,3,4,2,3,2,3,3,1,19,6,4,1,0,0,0,7.6923076923076925,160,20,11,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0
0,1,2,2,1125,4,3,2,2,7,2,3,3,0,10,2,3,1,0,0,0,5.2631578947368425,580,28,9,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0
0,1,1,4,95,3,3,2,2,1,2,3,2,0,1,4,3,1,1,1,0,12.903225806451612,242,30,7,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0
0,1,1,3,353,3,3,4,2,1,2,3,2,0,1,0,2,1,0,0,0,5.882352941176471,160,50,9,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
0,1,1,3,1237,3,1,1,2,2,2,4,3,1,17,2,3,7,7,7,7,8.333333333333334,284,19,7,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
0,1,6,1,2062,4,2,1,2,4,2,3,1,1,9,5,3,7,7,1,7,2.5641025641025643,512,30,6,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0
0,1,24,4,772,1,3,4,2,1,2,3,4,2,10,2,3,10,8,4,7,12.5,497,22,9,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0
0,1,8,3,1647,2,4,3,2,7,2,3,1,0,5,0,3,3,2,0,2,11.11111111111111,521,22,6,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
0,1,9,3,2022,4,3,4,2,2,2,3,3,0,21,3,2,6,0,1,3,7.6923076923076925,1494,18,11,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0
0,1,7,4,1577,1,3,4,2,1,2,3,3,0,1,4,1,1,0,0,0,11.764705882352942,262,33,8,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0
0,1,27,2,247,4,3,2,2,2,2,3,4,0,9,3,3,3,2,1,2,5.882352941176471,203,25,10,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
0,1,16,3,327,4,3,4,2,5,2,4,3,1,22,3,3,17,13,1,9,6.976744186046512,1120,21,11,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
0,1,2,4,1721,2,3,3,2,1,2,3,4,1,6,2,4,5,2,0,3,12.903225806451612,336,25,9,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0
1,1,6,4,163,2,1,3,2,4,2,3,2,0,12,3,2,7,7,7,7,12.903225806451612,199,19,7,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1
0,1,1,4,724,2,4,4,2,0,2,3,3,0,10,4,2,9,7,1,8,10.526315789473685,802,28,9,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
0,1,1,5,479,4,3,4,2,4,2,3,2,0,7,6,3,1,0,0,0,13.88888888888889,554,29,10,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
0,1,24,3,605,4,3,1,2,1,2,4,4,1,10,5,2,10,9,5,8,7.142857142857143,529,32,9,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1
0,1,26,2,158,3,3,4,2,1,2,3,4,2,25,3,4,25,12,4,12,4.651162790697675,1183,18,11,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
0,1,3,4,481,1,2,4,2,4,2,3,1,1,16,2,3,13,9,1,12,11.11111111111111,538,20,6,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
1,1,4,4,1081,1,3,3,2,9,2,3,3,3,18,2,4,10,0,2,7,7.8431372549019605,144,33,7,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
0,1,2,3,1391,2,3,2,2,2,2,3,2,0,14,5,3,4,2,3,2,5.882352941176471,623,37,6,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
0,1,6,3,692,3,3,4,2,3,2,4,3,1,15,2,1,13,11,4,7,9.090909090909092,702,18,10,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0
0,1,2,3,1987,3,3,2,2,4,2,3,3,0,6,3,3,2,0,1,2,12.0,262,19,8,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
0,1,10,3,446,2,2,4,2,3,2,3,3,0,9,6,2,7,7,0,1,9.090909090909092,283,24,9,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0
0,1,13,3,1803,2,4,1,2,5,2,3,3,2,10,2,2,0,0,0,0,7.142857142857143,527,32,6,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0
0,1,2,3,1657,3,3,3,2,1,2,3,1,0,2,3,3,2,2,2,2,15.0,417,18,7,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
0,1,2,1,470,3,3,3,2,0,2,3,3,1,4,5,3,3,2,1,0,2.380952380952381,192,38,9,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1
0,1,3,3,2037,3,2,2,2,2,2,3,3,1,14,5,3,5,4,0,4,7.317073170731708,436,27,8,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0
0,1,5,1,844,3,2,4,2,1,2,3,2,1,9,3,3,9,8,0,8,3.7037037037037037,948,18,9,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
0,1,1,1,104,4,2,4,2,1,2,3,3,2,10,1,2,10,8,3,0,3.3333333333333335,341,20,11,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1
0,1,5,4,861,2,2,4,2,9,2,3,2,1,10,3,2,5,4,0,3,13.333333333333334,250,20,8,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1,1,2,2,4,4,2,3,2,6,2,3,2,0,7,3,3,0,0,0,0,5.405405405405405,112,30,9,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1
0,1,21,2,1551,3,2,1,2,0,2,3,2,3,2,3,3,1,1,0,0,8.333333333333334,191,22,6,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0
0,1,29,3,273,4,3,4,2,3,2,3,1,1,9,3,1,7,7,1,7,7.894736842105263,494,29,9,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
0,1,8,4,1338,4,3,2,2,6,2,3,1,0,36,4,3,7,3,7,7,7.142857142857143,1056,20,7,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0
0,1,4,3,830,3,2,3,2,1,2,3,3,1,14,3,3,14,13,6,8,9.375,385,18,9,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
0,1,2,1,508,3,3,2,2,1,2,3,1,1,1,3,3,1,0,0,0,3.3333333333333335,247,29,6,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0
0,1,9,2,245,3,3,4,2,1,2,3,3,0,2,3,3,2,2,2,1,5.2631578947368425,180,36,10,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
0,1,18,1,1399,1,4,3,2,2,2,3,2,0,6,3,2,3,2,1,2,4.0,997,19,6,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
0,1,1,3,1737,4,3,4,2,1,2,3,4,1,9,2,3,9,8,5,8,7.6923076923076925,497,30,12,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1
0,1,25,3,81,1,3,1,2,7,2,3,4,0,28,3,2,21,16,7,9,5.084745762711864,388,31,6,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
0,1,8,2,982,3,3,3,2,5,2,3,1,1,10,2,4,8,4,7,7,6.666666666666667,726,20,7,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0
0,1,6,3,532,3,4,1,2,9,2,3,4,3,36,0,2,7,7,7,7,5.357142857142857,943,20,8,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
0,1,5,4,916,1,3,4,2,1,2,3,2,0,4,3,3,4,2,0,2,14.285714285714286,525,24,7,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0
0,1,6,4,1997,1,2,3,2,2,2,3,4,1,10,1,3,8,3,7,7,10.526315789473685,280,28,8,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
0,1,9,4,498,2,3,4,2,1,2,3,4,0,7,1,3,7,5,0,7,14.285714285714286,562,21,10,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0
1,1,2,3,243,2,2,4,2,1,2,4,3,0,1,3,2,1,0,1,0,15.789473684210526,116,18,9,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0
0,1,7,4,28,1,3,2,2,0,2,3,3,0,13,4,3,12,6,2,11,11.764705882352942,1058,21,6,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
0,1,7,4,211,2,2,3,2,2,2,3,3,0,10,2,3,1,0,0,0,7.8431372549019605,240,41,8,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
0,1,10,3,1720,1,3,3,2,6,2,3,1,1,10,3,2,5,2,1,3,9.375,321,22,5,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
0,1,1,4,2052,3,1,4,2,1,2,3,4,1,4,5,3,4,3,1,1,11.428571428571429,85,31,11,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
0,1,2,4,140,3,2,4,2,9,2,4,4,1,30,3,3,3,2,2,2,6.779661016949152,638,29,11,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
0,1,10,3,1816,1,3,3,2,9,2,3,2,0,9,3,3,7,7,0,2,10.0,966,21,6,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
0,1,4,3,1762,4,2,1,2,1,2,3,3,1,1,2,3,1,0,0,0,10.344827586206897,145,28,8,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
0,1,4,2,546,4,3,4,2,2,2,3,4,0,31,2,1,5,2,1,4,3.8461538461538463,955,21,12,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
0,1,3,2,238,4,3,2,2,4,2,3,3,0,13,3,2,8,7,7,2,5.555555555555555,174,23,9,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0
0,1,13,2,2053,4,2,2,2,4,2,3,1,1,10,2,3,4,3,0,3,6.896551724137931,277,19,7,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1
0,1,18,5,1621,2,4,1,2,1,2,3,4,0,16,2,3,16,15,1,10,14.285714285714286,595,19,7,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
1,1,24,1,1273,3,1,4,2,1,2,3,4,0,1,4,3,1,0,1,0,4.0,44,24,11,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1
0,1,19,4,799,4,3,1,2,9,2,3,2,2,9,4,3,5,3,1,4,7.407407407407407,304,45,7,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
0,1,7,3,420,4,2,3,2,1,2,3,3,1,13,3,2,13,8,4,8,9.375,342,19,10,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
0,1,2,4,329,1,2,3,2,1,2,3,4,0,33,2,4,33,7,15,12,7.6923076923076925,733,19,8,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
0,1,9,1,581,3,3,2,2,1,2,4,4,1,13,6,4,13,8,0,8,3.225806451612903,1030,18,9,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
1,1,10,3,1248,1,2,2,2,1,2,4,2,0,1,2,4,1,1,0,0,15.789473684210526,195,18,5,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
0,1,8,4,805,1,3,4,2,1,2,3,2,1,3,1,2,3,2,0,2,11.428571428571429,220,32,7,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
0,1,15,3,1870,4,2,1,2,0,2,3,4,1,8,2,2,7,6,7,3,11.11111111111111,353,19,9,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
1,1,24,3,622,3,1,4,2,1,2,3,2,0,1,3,1,1,0,0,0,11.538461538461538,90,25,9,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1
0,1,15,2,1102,1,3,3,2,1,2,3,4,1,4,5,2,4,2,2,2,7.142857142857143,236,24,8,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0
